id,number,pr_author,date,author,body
946659547,14798,herbelin,2021-10-19 12:12:14,coqbot-app,"Hey, I have detected that there were CI failures at commit 7a735a4 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit a14a8e2 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-argosy, ci-elpi, ci-fiat_parsers, ci-hott, ci-verdi_raft, ci-vst."
946772111,14798,herbelin,2021-10-19 14:18:19,JasonGross,@coqbot ci-minimize ci-elpi
946772145,14798,herbelin,2021-10-19 14:18:22,coqbot-app,I am now running minimization at commit 7a735a4 on requested target ci-elpi. I'll come back to you with the results once it's done.
946773814,14798,herbelin,2021-10-19 14:20:05,JasonGross,@coqbot ci minimize ci-elpi
946773857,14798,herbelin,2021-10-19 14:20:08,coqbot-app,I am now running minimization at commit 7a735a4 on requested target ci-elpi. I'll come back to you with the results once it's done.
946776681,14798,herbelin,2021-10-19 14:22:54,coqbot-app,Error: Could not minimize file  (from ci-elpi) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 2.9MiB file on GitHub Actions Artifacts under build.log)\n/github/workspace/builds/coq/coq-failing/_install_ci/lib:\n++ export PATH=/github/workspace/builds/coq/coq-failing/_install_ci/bin:/root/.opamcache/4.05.0/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin\n++ PATH=/github/workspace/builds/coq/coq-failing/_install_ci/bin:/root/.opamcache/4.05.0/bin:/usr/local/sbi
946779278,14798,herbelin,2021-10-19 14:25:27,coqbot-app,Error: Could not minimize file  (from ci-elpi) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 2.9MiB file on GitHub Actions Artifacts under build.log)\n/github/workspace/builds/coq/coq-failing/_install_ci/lib:\n++ export PATH=/github/workspace/builds/coq/coq-failing/_install_ci/bin:/root/.opamcache/4.05.0/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin\n++ PATH=/github/workspace/builds/coq/coq-failing/_install_ci/bin:/root/.opamcache/4.05.0/bin:/usr/local/sbi
946917871,14798,herbelin,2021-10-19 16:57:00,JasonGross,"Fixed a file name parsing issue in coq-community/run-coq-bug-minimizer@c23170a, trying again @coqbot ci minimize ci-elpi"
946917923,14798,herbelin,2021-10-19 16:57:04,coqbot-app,I am now running minimization at commit 7a735a4 on requested target ci-elpi. I'll come back to you with the results once it's done.
946922251,14798,herbelin,2021-10-19 17:02:15,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/elpi/tests/test_quotation.v (from ci-elpi) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""+elpi.deprecated"" ""-bt"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/wor"
946962306,14798,herbelin,2021-10-19 17:53:29,JasonGross,"The inversion of constructors creates a new kind of issues which I had no time to really investigate yet. E.g., in HoTT, a problem which was of the form ""G z == ?Z z"" now takes the form ""G z == ?B@{x:=z.1} z.2"", and it is unclear whether a way to solve it into G := fun '(z1,z2) => ?B@{x:=z1} z2 should be added or if it is a bad idea in the first place to have turned the original problem into an expanded one.\n\nIs G an evar here, or a closed term, or a term with evars?\nAlso, in this case, is z pre"
894235973,14746,herbelin,2021-08-06 12:47:52,coqbot-app,"Hey, I have detected that there were CI failures at commit 48be2a8 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 3fd62a8 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-bedrock2, ci-hott, ci-math_classes, ci-menhir, ci-unimath, ci-vst."
894288506,14746,herbelin,2021-08-06 14:10:41,herbelin,@coqbot ci minimize
894288611,14746,herbelin,2021-08-06 14:10:50,coqbot-app,"I have initiated minimization at commit 932fceb for the suggested targets ci-bedrock2, ci-hott, ci-math_classes, ci-menhir, ci-unimath, ci-vst as requested.\nHowever, you may want to try again once the pipeline for the head commit (932fceb) finishes."
894302011,14746,herbelin,2021-08-06 14:30:59,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/menhirlib/coq-menhirlib/src/Interpreter.v (from ci-menhir) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/menhirlib/coq-menhirlib/src"" ""MenhirLib"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/"
894317692,14746,herbelin,2021-08-06 14:55:47,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/math_classes/theory/adjunctions.v (from ci-math_classes) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/math_classes"" ""MathClasses"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-c"
894323119,14746,herbelin,2021-08-06 15:04:18,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Circle.v (from ci-hott) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/theories"" ""HoTT"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/c"
894324415,14746,herbelin,2021-08-06 15:06:12,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/riscv-coq/src/riscv/Platform/MaterializeRiscvProgram.v (from ci-bedrock2) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/riscv-coq/src/riscv"" ""riscv"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/bui"
894443532,14746,herbelin,2021-08-06 18:31:19,coqbot-app,"Hey, I have detected that there were CI failures at commit 2cf1c92 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 3fd62a8 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-bedrock2, ci-hott, ci-math_classes, ci-unimath."
894474247,14746,herbelin,2021-08-06 19:29:26,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/unimath/UniMath/SyntheticHomotopyTheory/Circle.v (from ci-unimath) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 53KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-type-in-type"" ""-w"" ""-notation-overridden"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace"
894475827,14746,herbelin,2021-08-06 19:32:28,coqbot-app,"Minimized File  (from ci-unimath) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 53KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-type-in-type"" ""-w"" ""-notation-overridden"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/unimath/UniMath"" ""UniMath"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/"
901277104,14746,herbelin,2021-08-18 17:00:40,herbelin,@coqbot ci minimize
901277139,14746,herbelin,2021-08-18 17:00:41,coqbot-app,"I have initiated minimization at commit 0149d1f for the suggested target ci-hott as requested.\nHowever, you may want to try again once the pipeline for the head commit (0149d1f) finishes."
901281069,14746,herbelin,2021-08-18 17:06:24,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Spheres.v (from ci-hott) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; mode: visual-line -*- *)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False := .\nEnd LocalFalse.\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nEnd AdmitTactic.\nRequire HoTT.Basics.Nota"
933091540,14746,herbelin,2021-10-04 02:17:21,coqbot-app,"The ""needs: rebase"" label was set more than 30 days ago. If the PR is not rebased in 30 days, it will be automatically closed."
958600521,14746,herbelin,2021-11-03 02:13:06,coqbot-app,"This PR was not rebased after 30 days despite the warning, it is now closed."
960378106,14746,herbelin,2021-11-04 02:15:15,coqbot-app,"This PR was not rebased after 30 days despite the warning, it is now closed."
960639000,14746,herbelin,2021-11-04 10:42:59,coqbot-app,"Hey, I have detected that there were CI failures at commit ab28761 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit ba27ca7 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following target: ci-hott."
960959485,14746,herbelin,2021-11-04 13:43:52,JasonGross,Let's see if HoTT minimization works now that the Type file has been renamed.  @coqbot CI minimize
960959667,14746,herbelin,2021-11-04 13:43:57,coqbot-app,I have initiated minimization at commit ab28761 for the suggested target ci-hott as requested.
960971850,14746,herbelin,2021-11-04 13:49:54,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Spheres.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; mode: visual-line -*- *)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInduc"
961170122,14746,herbelin,2021-11-04 15:44:34,JasonGross,"This time we hit #15120, which I worked around with JasonGross/coq-tools@116f50f, let's try once more.  @coqbot ci minimize ci-hott"
961170151,14746,herbelin,2021-11-04 15:44:36,coqbot-app,I am now running minimization at commit ab28761 on requested target ci-hott. I'll come back to you with the results once it's done.
961175514,14746,herbelin,2021-11-04 15:50:38,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Spheres.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; mode: visual-line -*- *)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInduc"
961276197,14746,herbelin,2021-11-04 17:44:23,mattam82,"Are these examples really correct?\nC[] = S (pred [])\nC[] = {fst := fst []; snd := 0}\nC[] = λx.{fst := fst ([] x); snd := 0}\n\nI don't see how x = S (pred x) could be definitional if one later instantiates the evar with a neutral term.\nFor the second and third, I don't see why it's sound."
961473917,14746,herbelin,2021-11-04 22:14:49,JasonGross,"Oops, let's try once more, now that I've merged JasonGross/coq-tools@af9fbb2 @coqbot ci minimize ci-hott"
961473940,14746,herbelin,2021-11-04 22:14:51,coqbot-app,I am now running minimization at commit ab28761 on requested target ci-hott. I'll come back to you with the results once it's done.
961477317,14746,herbelin,2021-11-04 22:21:02,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Spheres.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; mode: visual-line -*- *)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInduc"
961485277,14746,herbelin,2021-11-04 22:37:08,herbelin,"Are these examples really correct?\nC[] = S (pred [])\nC[] = {fst := fst []; snd := 0}\nC[] = λx.{fst := fst ([] x); snd := 0}\n\nI don't see how x = S (pred x) could be definitional if one later instantiates the evar with a neutral term. For the second and third, I don't see why it's sound.\n\nMy reasoning is the following: for a constraint ?x = S (pred ?x) to be satisfied, there is no alternative than having ?x starting with a S and be some S ?y. But then, the equation reduces to S ?y = S (pred (S ?y"
961555824,14746,herbelin,2021-11-05 01:23:32,JasonGross,"Let me try once more, and sorry for the noise coqbot ci minimize ci-hott"
961555834,14746,herbelin,2021-11-05 01:23:34,coqbot-app,I am now running minimization at commit ab28761 on requested target ci-hott. I'll come back to you with the results once it's done.
961572787,14746,herbelin,2021-11-05 02:11:14,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Spheres.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/wo"
961573902,14746,herbelin,2021-11-05 02:13:55,JasonGross,Success!  ci-hott was minimized this time
961574845,14746,herbelin,2021-11-05 02:16:12,JasonGross,Should all of these examples be added to the test-suite?
927118864,14937,ppedrot,2021-09-25 13:07:50,coqbot-app,"Hey, I have detected that there were CI failures at commit d74486a without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 266eef2 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-equations, ci-fiat_parsers, ci-rewriter."
927695520,14937,ppedrot,2021-09-27 09:35:21,ppedrot,"The CI failures seem to be indirectly caused by anomalies in printing constants, because they're not in the nametab. I wonder whether we shouldn't have a more robust way to display names to the user when they're not globally declared."
962097397,15128,herbelin,2021-11-05 17:52:04,coqbot-app,The job library:ci-fiat_crypto_legacy has failed in allow failure mode\nping @JasonGross
962145538,15128,herbelin,2021-11-05 19:06:19,coqbot-app,"Hey, I have detected that there were CI failures at commit 61ae10a without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 0e663cc succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-bedrock2, ci-fiat_crypto, ci-fiat_crypto_legacy, ci-fiat_parsers, ci-flocq, ci-hott, ci-metacoq."
962297740,15128,herbelin,2021-11-06 00:58:25,JasonGross,@coqbot CI minimize
962297759,15128,herbelin,2021-11-06 00:58:32,coqbot-app,"I have initiated minimization at commit 61ae10a for the suggested targets ci-bedrock2, ci-fiat_crypto, ci-fiat_crypto_legacy, ci-fiat_parsers, ci-flocq, ci-hott, ci-metacoq as requested."
962298529,15128,herbelin,2021-11-06 01:02:56,coqbot-app,Error: Could not minimize file  (from ci-metacoq) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 3.2MiB file on GitHub Actions Artifacts under build.log)\nederive.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/sigma_types.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/subterm.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/eqdec.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equa
962299051,15128,herbelin,2021-11-06 01:05:52,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto/src/Util/Tuple.v (from ci-fiat_crypto) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 45KiB file on GitHub Actions Artifacts under bug.v)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive F"
962300125,15128,herbelin,2021-11-06 01:12:26,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/flocq/src/Calc/Bracket.v (from ci-flocq) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-compat"" ""8.13"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/co"
962300148,15128,herbelin,2021-11-06 01:12:36,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src/Util/Tuple.v (from ci-fiat_crypto_legacy) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-notation-overridden"" ""-w"" ""-deprecated-native-compiler-optio"
962303589,15128,herbelin,2021-11-06 01:15:06,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Parsers/ContextFreeGrammar/Equality.v (from ci-fiat_parsers) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-w"" ""-depre"
962389115,15128,herbelin,2021-11-06 03:52:11,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Sets/Hartogs.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 36KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-com"
962402042,15128,herbelin,2021-11-06 06:15:33,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 38KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962438009,15128,herbelin,2021-11-06 11:32:37,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 35KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962478265,15128,herbelin,2021-11-06 16:49:27,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 44KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962516148,15128,herbelin,2021-11-06 22:06:30,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 53KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962545760,15128,herbelin,2021-11-07 03:23:44,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 43KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962572103,15128,herbelin,2021-11-07 09:40:43,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 53KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962615344,15128,herbelin,2021-11-07 13:57:56,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 46KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962665261,15128,herbelin,2021-11-07 19:14:56,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 53KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962714428,15128,herbelin,2021-11-08 00:31:56,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 53KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
962832331,15128,herbelin,2021-11-08 05:48:55,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 48KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
963041052,15128,herbelin,2021-11-08 11:05:54,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 48KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
963323698,15128,herbelin,2021-11-08 16:22:53,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 68KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
963599438,15128,herbelin,2021-11-08 21:39:57,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 62KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
963767815,15128,herbelin,2021-11-09 02:57:20,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 59KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
963908960,15128,herbelin,2021-11-09 08:14:33,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/processor/src/processor/KamiRiscvStep.v (from ci-bedrock2) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 59KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/be"
